Name,zcmb,zhel,error,mb,error_mb,X1,error_X1,c,error_c,LogMst,error_Mst,tmax,error_tmax,"cov(mb,s)","cov(mb,c)","cov(s,c)",set,Radeg,Dedeg,bias,omegam,error_omegam,alpha,error_alpha,beta,error_beta,MB1,error_MB1,deltaM,error_deltaM,deltaM_9,deltaM_9.5,deltaM_10.5,deltaM_11,deltaM_9.9,deltaM_10.1,chi_sq,mydeltaM,mydeltaM_max,mydeltaM_min,deltaM_sSFR,deltaM_sSFR_err,,Host_Galaxy_Data,SN_Name,zcmb,logMst,Mst_upper,Mst_lower,logSFR,SFR_upper,SFR_lower,logsSFR,sSFR_upper,sSFR_lower,local_SFR,local_SFR_upper,local_SFR_lower
sn2002de,0.027748,0.028116,0,16.657319,0.141846,0.541542,0.319146,0.09721,0.022722,10.806,0.0665,52434.11833,0.16262,0.002837,0.00047,0.002091,3,244.12639,35.70836,-0.009906,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002de,0.028,10.806,10.835,10.702,1.121,1.161,1.054,-9.685,-9.648,-9.709,,,
sn2002dp,0.010888,0.011638,0,14.557203,0.169021,-0.316464,0.184325,0.054095,0.023005,10.47,0.3635,52451.21614,0.133147,0.001596,0.000487,0.00102,3,352.12543,22.42724,-0.00844,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002dp,0.011,10.47,10.875,10.148,1.009,1.3,0.257,-9.461,-9.318,-9.975,,,
sn2002ha,0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.35537,0.105603,0.000317,0.000439,1.00E-05,3,311.82747,0.3126,-0.008525,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002ha,0.013,11.114,11.261,10.954,0.703,1.221,0.321,-10.411,-9.84,-10.885,,,
sn2002hd,0.035755,0.035001,0,16.778327,0.142258,-0.961981,0.474241,0.00035,0.024307,11.317124,0.280891,52576.31844,0.628833,-0.004562,0.000677,0.000169,3,133.51403,-7.1893,-0.011396,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002hd,0.036,11.984,12.314,8.714,-99,1.587,-99,-99,-8.32,-99,,,
sn2002he,0.024725,0.024564,0,16.238326,0.145176,-1.73784,0.167114,-0.048509,0.025225,10.957934,0.280891,52586.20477,0.107572,0.003569,0.000612,0.001001,3,124.99502,62.82048,-0.009477,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002he,0.025,10.677,11.359,10.613,-0.346,0.638,-1.247,-11.023,-10.411,-11.928,-3.572,-3.319,-4.13
sn2002hu,0.038086,0.038,0,16.644355,0.138952,0.514933,0.089255,-0.090391,0.021085,10.349466,0.280891,52592.57198,0.090706,0.000299,0.000384,7.40E-05,3,34.58345,37.46627,-0.011926,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002hu,0.038,9.703,10.737,8.879,1.059,1.258,0.171,-8.644,-8.32,-10.004,-2.451,-2.149,-3.174
sn2002jy,0.021541,0.021,0,15.7472,0.145405,0.977375,0.103933,-0.035146,0.021727,10.587,0.134,52634.37918,0.281622,-0.000604,0.000433,-0.000456,3,20.31763,40.49869,-0.009103,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002jy,0.022,10.587,10.766,10.498,0.718,1.553,0.502,-9.869,-9.034,-10.108,-2.989,-2.912,-3.055
sn2002kf,0.019581,0.0193,0,15.660096,0.147459,-0.973825,0.075906,-0.054622,0.022452,9.380049,0.280891,52639.5627,0.281137,-0.000577,0.000465,-0.000395,3,99.31368,49.85302,-0.008913,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002kf,0.019,9.866,11.312,8.427,0.335,0.686,-0.134,-9.531,-8.32,-11.247,-2.83,-2.76,-2.927
sn2003ch,0.030416,0.03,0,16.684369,0.140939,-1.23277,0.146937,-0.04178,0.022883,10.946063,0.280891,52726.28417,0.229459,-0.000355,0.000424,-0.000422,3,109.49121,9.69301,-0.010346,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2003ch,0.03,12.524,12.794,10.256,-99,0.761,-99,-99,-9.611,-99,-3.552,-3.242,-4.099
sn2003fa,0.039219,0.039361,0,16.699328,0.138984,1.530311,0.093951,-0.062088,0.021704,10.57852,0.280891,52807.52643,0.066717,0.000603,0.000415,9.90E-05,3,266.03222,40.88086,-0.012199,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2003fa,0.039,10.573,11.412,9.964,0.993,1.39,0.229,-9.58,-9.08,-10.246,-3.46,-3.1,-3.976
sn2003iv,0.034971,0.034307,0,16.971121,0.140126,-2.039104,0.186512,-0.08858,0.026359,11.028717,0.280891,52934.29488,0.272258,0.00019,0.000522,-8.60E-05,3,42.53018,12.84591,-0.011228,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2003iv,0.035,12.219,12.743,8.211,-99,1.387,-99,-99,-8.32,-99,-3.247,-2.997,-3.75
sn2003u,0.028561,0.028341,0,16.482973,0.14269,-2.09037,0.294372,-0.032596,0.026589,10.657,0.093,52677.45635,0.137762,0.004833,0.000635,0.002632,3,260.69011,62.16407,-0.010034,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2003U,0.029,10.657,10.745,10.559,0.913,1.08,0.746,-9.745,-9.489,-9.981,-2.021,-1.828,-2.317
sn2003w,0.020997,0.020071,0,15.875946,0.145587,0.07299,0.061371,0.102214,0.021445,10.619,0.2465,52680.42508,0.058115,0.000137,0.000411,-9.50E-05,3,146.70623,16.04383,-0.009047,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2003W,0.021,10.619,10.859,10.366,1.18,1.722,0.236,-9.439,-8.685,-10.342,-1.985,-1.771,-2.242
sn2004as,0.032538,0.031021,0,17.000951,0.14043,0.398948,0.136348,0.073203,0.022522,9.35,0.09,53086.18714,0.145578,0.000822,0.000455,0.000135,3,171.41327,22.83029,-0.010736,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004as,0.033,9.35,9.446,9.266,0.265,0.437,-0.057,-9.086,-8.86,-9.439,-1.898,-1.67,-2.205
sn2004eo,0.015469,0.015701,0,15.064971,0.153515,-1.16669,0.033491,0.041704,0.023271,10.982,0.253,53278.52044,0.031951,-4.80E-05,0.000523,-0.000113,3,308.225792,9.928528,-0.008614,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004eo,0.015,10.982,11.446,10.94,-0.041,1.047,-0.041,-11.023,-10.015,-11.135,-3.643,-3.413,-4.101
sn2004ey,0.015678,0.0158,0,14.68323,0.151905,0.097384,0.017738,-0.133126,0.018003,9.95,0.154,53304.53996,0.021584,-7.30E-05,0.000254,-0.000112,3,327.282532,0.444222,-0.008626,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004ey,0.015,9.95,10.168,9.86,0.521,0.983,0.117,-9.428,-8.92,-9.877,-1.895,-1.841,-1.962
sn2004gs,0.027499,0.0267,0,17.152881,0.140928,-1.806035,0.031362,0.127063,0.019477,11.079,0.128,53355.88765,0.056393,-4.50E-05,0.000276,-0.000132,3,129.596588,17.627722,-0.009868,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004gs,0.028,11.079,11.121,10.865,-99,-0.293,-99,-99,-11.191,-99,,,
sn2004gu,0.046856,0.0459,0,17.452691,0.137271,1.333884,0.058312,0.078323,0.019538,10.225,0.159,53362.56555,0.116697,-8.20E-05,0.000274,-0.000239,3,191.602997,11.948916,-0.014307,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004gu,0.046,10.225,10.443,10.125,-0.002,0.078,-0.538,-10.227,-10.107,-10.93,-2.69,-2.491,-3.014
sn2004l,0.033173,0.032309,0,17.370053,0.143111,-0.986549,0.23895,0.172665,0.029109,10.446,0.1825,53031.30337,0.67484,-0.003941,0.00088,-0.001443,3,156.76719,16.01883,-0.01086,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004L,0.033,10.446,10.675,10.31,0.491,1.35,0.17,-9.955,-9.083,-10.298,-1.652,-1.472,-1.932
sn2004s,0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.30811,0.290845,-0.000483,0.000665,-0.000348,3,101.43125,-31.23125,-0.00843,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2004S,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,-2.484,-2.261,-2.886
sn2005ag,0.080103,0.0794,0,18.471039,0.136253,0.213846,0.047893,-0.037391,0.023085,10.902,0.143,53414.89791,0.085442,-0.000131,0.000369,-0.000202,3,224.18187,9.328472,-0.028904,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005ag,0.08,10.902,11.054,10.768,0.44,0.874,0.09,-10.462,-9.981,-10.885,,,
sn2005al,0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.55218,0.081061,-0.000102,0.000273,-0.00017,3,207.501373,-30.576166,-0.008477,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005al,0.013,10.975,11.037,10.799,-99,-0.174,-99,-99,-11.018,-99,,,
sn2005bg,0.024586,0.0231,0,15.865712,0.142334,0.396794,0.056067,-0.032789,0.018761,10.157,0.164,53469.93498,0.117931,-0.000254,0.000274,-0.000192,3,184.321579,16.371555,-0.009459,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005bg,0.025,10.157,10.315,9.987,1.233,1.761,0.769,-8.924,-8.321,-9.488,,,
sn2005bo,0.014467,0.0139,0,15.638553,0.154784,-1.16269,0.108102,0.205443,0.019987,10.357819,0.280891,53478.74679,0.139981,-8.70E-05,0.000301,-3.20E-05,3,192.420959,-11.096472,-0.008562,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005bo,0.015,10.447,11.414,9.427,1.192,1.546,0.053,-9.255,-8.32,-10.267,-1.395,-1.3,-1.575
sn2005el,0.015154,0.01491,0,14.834769,0.153758,-1.282032,0.03188,-0.129815,0.0215,10.842747,0.280891,53646.85575,0.050491,-2.00E-06,0.000415,-0.000135,3,77.9531,5.19422,-0.008597,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005el,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2005eq,0.029086,0.028977,0,16.284531,0.141059,1.425425,0.076807,-0.024106,0.021612,10.552,0.132,53654.86592,0.089272,0.000174,0.0004,-0.000237,3,47.20565,-7.0334,-0.01012,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005eq,0.029,10.552,10.743,10.479,0.409,1.202,0.18,-10.142,-9.461,-10.462,-3.427,-3.321,-3.561
sn2005eu,0.034781,0.034897,0,16.450122,0.141596,0.940829,0.095488,-0.086743,0.029831,6,5,53660.75508,0.102348,0.000691,0.000889,0.000139,3,36.93016,28.17686,-0.011187,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005eu,0.035,9.737,10.882,7.824,-0.096,0.364,-0.992,-9.833,-8.32,-11.237,,,
sn2005hc,0.04492,0.04589,0,17.322622,0.111373,0.739791,0.025725,-0.028258,0.011882,10.554,0.046,53667.80134,0.034019,-7.00E-06,0.000113,-3.90E-05,2,29.199791,-0.21372,-0.000254,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005hc,0.045,10.554,10.618,10.526,0.363,0.376,0.112,-10.19,-10.155,-10.504,-2.354,-2.207,-2.542
sn2005iq,0.034074,0.034044,0,16.764211,0.138969,-1.071301,0.04071,-0.112559,0.019262,10.600063,0.280891,53687.69444,0.040989,-2.70E-05,0.000272,-0.000127,3,359.63509,-18.70916,-0.011041,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005iq,0.034,10.832,10.924,10.174,0.61,0.865,0.248,-10.222,-9.58,-10.474,-2.765,-2.639,-2.983
sn2005ir,0.07487,0.076,0,18.411792,0.110074,0.684284,0.052576,-0.013661,0.014317,10.182,0.011,53685.65983,0.048288,0.000137,0.00016,6.00E-06,2,19.18251,0.794628,-0.000837,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005ir,,,,,,,,,,,-1.786,-1.651,-1.952
sn2005kc,0.01496,0.01512,0,15.489034,0.153548,-0.697978,0.034823,0.148376,0.019318,10.934,0.1225,53697.70763,0.031469,-3.20E-05,0.000289,-9.00E-05,3,338.53045,5.56834,-0.008587,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005kc,0.015,10.934,11.067,10.822,0.615,0.807,0.219,-10.319,-10.087,-10.831,-1.757,-1.589,-1.979
sn2005ki,0.020396,0.019607,0,15.541531,0.145393,-1.388082,0.030341,-0.096978,0.019542,11.18,0.188,53705.22763,0.049663,-5.70E-05,0.000282,-0.000156,3,160.11758,9.20228,-0.008988,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005ki,0.021,11.18,11.534,11.158,1.055,1.131,-99,-10.125,-10.042,-99,,,
sn2005lz,0.040689,0.040998,0,17.617164,0.139014,-1.244258,0.12204,0.069449,0.022872,10.961451,0.280891,53736.2542,0.12918,0.000804,0.000447,-2.50E-05,3,32.7072,34.98273,-0.012569,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005lz,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2005ms,0.026567,0.025204,0,16.16147,0.142099,0.424016,0.069517,-0.034323,0.021128,10.41,0.1825,53744.34048,0.055482,0.000284,0.000406,-2.10E-05,3,132.30967,36.12964,-0.00973,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005ms,0.026,10.41,10.567,10.202,1.46,1.985,0.544,-8.95,-8.324,-9.869,,,
sn2005na,0.026881,0.026322,0,15.922518,0.141195,-0.449135,0.028448,-0.117667,0.01917,11.025199,0.280891,53740.72594,0.05826,-5.20E-05,0.000282,-0.000102,3,105.40275,14.13299,-0.009776,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2005na,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2006ac,0.023471,0.023106,0,16.158253,0.143695,-0.858068,0.06206,0.024221,0.02117,10.866,0.118,53781.84856,0.081094,9.20E-05,0.000407,-0.000109,3,190.43706,35.06887,-0.00932,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006ac,0.024,10.866,11.056,10.82,1.232,1.707,1.039,-9.634,-9.243,-9.869,-1.719,-1.589,-1.947
sn2006al,0.069122,0.06785,0,18.394173,0.145157,-1.408648,0.272816,-0.119809,0.035621,10.249,0.1535,53787.18935,0.676808,-0.005528,0.00151,-0.002242,3,159.86766,5.18344,-0.023108,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006al,0.069,10.249,10.532,10.225,-0.769,-0.751,-99,-11.018,-11.018,-99,-3.735,-3.45,-4.157
sn2006an,0.065193,0.064001,0,18.095053,0.139912,0.64572,0.2086,-0.044607,0.028883,7.989,0.91,53790.52933,0.510293,-0.001908,0.000819,-0.000737,3,183.66145,12.22993,-0.021268,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006an,0.065,7.989,9.233,7.413,-0.379,0.114,-1.166,-8.368,-8.32,-10.225,-2.802,-2.466,-3.296
sn2006ar,0.02298,0.022539,0,16.454585,0.145076,-1.043223,0.216571,0.082429,0.027419,9.847,0.1515,53813.6736,0.144336,0.000974,0.000705,0.000935,3,159.37757,65.01605,-0.009262,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006ar,0.023,9.847,10.102,9.799,-0.372,0.634,-0.443,-10.22,-9.408,-10.35,-1.931,-1.86,-2.027
sn2006ax,0.017387,0.016738,0,14.99845,0.148936,0.15302,0.01914,-0.104973,0.018055,8.933,1.152,53827.49936,0.021321,-5.80E-05,0.000255,-0.000105,3,171.0143,-12.29153,-0.008737,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006ax,0.018,8.933,9.358,7.054,-0.775,0.284,-99,-9.708,-8.32,-99,-2.76,-2.456,-3.276
sn2006az,0.031485,0.030935,0,16.462073,0.140346,-1.343413,0.042176,-0.117484,0.021579,11.314,0.149,53826.86927,0.072002,-8.00E-06,0.000412,-0.000101,3,183.06104,56.17975,-0.010538,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006az,0.032,11.314,11.588,11.29,0.296,0.314,-99,-11.018,-11.018,-99,-3.196,-3.011,-3.408
sn2006bh,0.011184,0.0109,0,14.342973,0.166533,-1.648794,0.032216,-0.083155,0.019407,10.915,0.352,53833.52374,0.039787,-3.90E-05,0.000286,-0.000115,3,340.067078,-66.485085,-0.008446,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006bh,0.011,10.915,11.438,10.734,0.205,0.86,0.191,-10.71,-10.336,-10.831,-2.462,-2.278,-2.72
sn2006bq,0.021956,0.021905,0,16.206993,0.145024,-1.517685,0.066233,0.049212,0.021474,10.843,0.1905,53848.25172,0.181198,-0.000292,0.000423,-0.000161,3,279.99559,39.98232,-0.009147,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006bq,0.022,10.843,11.201,10.82,0.719,0.795,-99,-10.125,-10.042,-99,,,
sn2006bt,0.031484,0.032156,0,16.911564,0.140272,0.265652,0.070945,0.062851,0.021271,11.381,0.236,53858.33899,0.109348,-6.60E-05,0.000402,-0.000184,3,239.12719,20.04593,-0.010538,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006bt,0.032,11.381,11.466,10.994,-99,1.013,-99,-99,-10.069,-99,-3.499,-3.162,-4.146
sn2006cp,0.023321,0.022289,0,16.024534,0.144025,0.353158,0.074526,0.096579,0.022058,10.103,0.17,53897.75942,0.067563,0.000295,0.000438,-6.00E-05,3,184.81204,22.42719,-0.009302,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006cp,0.024,10.103,10.258,9.918,1.108,1.646,0.37,-8.994,-8.324,-9.684,-3.101,-2.938,-3.344
sn2006ej,0.02039,0.020267,0,15.743711,0.147727,-1.005031,0.077047,-0.031248,0.02804,10.413839,0.33541,53975.48502,0.316092,-0.000822,0.000773,-0.000601,3,9.74922,-9.01595,-0.008988,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006ej,0.021,9.887,11.984,9.416,0.819,1.456,-0.055,-9.069,-8.32,-11.247,-3.557,-3.345,-3.844
sn2006et,0.022466,0.022172,0,15.970889,0.145994,0.936399,0.151537,0.121702,0.029031,10.645467,0.374166,53994.44725,0.221463,0.000721,0.000784,-0.000298,3,10.69075,-23.55828,-0.009203,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006et,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,-2.586,-2.306,-2.986
sn2006gr,0.033614,0.034597,0,16.968737,0.139809,0.878787,0.06783,0.074036,0.021572,10.781361,0.374166,54013.36217,0.06206,0.000139,0.000412,-9.20E-05,3,338.09449,30.82883,-0.010948,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006gr,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2006mo,0.036969,0.037002,0,17.409901,0.141722,-2.128216,0.109104,0.007758,0.030362,10.925,0.1195,54047.62733,0.27127,-0.000624,0.000873,-0.000528,3,11.66033,36.33269,-0.011666,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006mo,0.037,10.925,11.09,10.851,-0.167,-0.13,-99,-11.092,-11.018,-99,-3.656,-3.499,-3.892
sn2006mp,0.022629,0.023016,0,15.990616,0.145184,0.941186,0.149069,0.003404,0.027021,9.656586,0.280891,54054.32832,0.107375,0.000393,0.000673,6.10E-05,3,258.00081,46.55598,-0.009221,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006mp,0.023,9.142,11.386,8.527,0.71,0.933,-0.401,-8.433,-8.32,-11.247,-2.018,-1.833,-2.266
sn2006n,0.0147,0.014277,0,15.058086,0.155008,-1.89704,0.060593,-0.079058,0.022058,10.809,0.1475,53760.67326,0.151724,-0.000215,0.000443,-0.000188,3,92.13028,64.72356,-0.008573,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2006N,0.015,10.809,10.853,10.558,-99,-0.42,-99,-99,-11.018,-99,-3.579,-3.462,-3.718
